YB,DIAM,MASS,L_BOL,LM,TEMP,LRATIO,T_BOL,SURF_DENS,F8,F12,F24,F70,F160,F250,F350,F500,F870,F1100
934.0,0.54113089,1202.743171,791.8088223,0.658335746,11.9,17.0,39.37,1.08,0.2906,0.0926,0.2695,5.3585,10.724,23.766,14.858,7.625,1.01,0.712
936.0,0.593070866,1190.588467,282539.3446,237.3106682,31.7,740.0,71.73,0.91,68.5459,,,2375.6013,1487.863,689.233,203.441,65.767,8.49,11.695
937.0,0.218173913,65.96382457,872.547615,13.22766866,20.8,87.3,49.59,0.37,0.5448,0.1637,0.7298,10.4783,35.853,26.76,8.127,1.221,0.319,
938.0,0.26,295.0222222,50113.15556,169.8623079,35.5,447.1,53.43,1.19,2.8552,1.0305,,481.2246,361.388,207.356,41.823,11.237,3.09,2.77
939.0,0.56,2448.840237,101330.0284,41.37878286,24.0,216.5,50.88,2.11,20.5631,,,2630.9218,896.721,621.044,199.3,97.204,11.33,20.37
940.0,0.336506024,206.6645086,3374.451299,16.32816066,21.3,102.3,46.44,0.49,1.2664,0.3749,1.6066,33.7069,45.429,39.667,10.794,5.009,0.243,
942.0,0.264927412,145.7004407,1223.391615,8.396622614,17.0,84.7,57.24,0.56,0.4529,0.1439,1.6511,24.1896,31.006,36.162,13.346,4.941,0.67,
943.0,0.918874802,7786.812902,36850.93541,4.732479883,14.1,78.4,55.09,2.44,3.2737,0.954,,187.7523,82.248,255.637,125.501,54.722,6.78,3.542
944.0,0.546768293,342.6284791,2807.829025,8.194966839,15.9,95.9,53.59,0.3,1.2604,0.4875,2.3371,38.9011,26.446,37.833,12.284,6.473,0.747,
946.0,0.347900383,168.8582199,5968.051413,35.34356467,22.3,203.0,57.87,0.37,2.1399,1.0231,,86.8749,61.963,44.361,12.239,4.648,0.72,0.467
947.0,1.194788494,1602.231157,9337.866554,5.828039551,15.0,78.8,55.43,0.3,0.9496,0.2532,1.3901,22.5084,22.867,27.258,8.65,,0.13,
948.0,0.440186047,298.1916798,3261.062023,10.9361268,18.9,88.2,45.53,0.4,0.44,0.1519,0.7652,28.5229,41.057,32.045,12.963,5.488,,0.662
949.0,0.45744186,83.51142359,2461.451761,29.47443182,25.0,135.0,45.48,0.1,1.086,0.2636,0.445,24.8071,52.293,20.023,14.406,,,
951.0,0.306419753,126.2015208,2683.51506,21.26372998,19.9,152.9,57.73,0.35,0.8013,0.2791,2.606,29.604,26.232,21.069,5.697,,,
954.0,0.470644491,144.0220175,907.2826708,6.299610895,17.5,59.0,41.1,0.17,0.3342,0.0645,,5.4592,16.862,16.451,5.747,,,
955.0,0.733876652,426.5103501,1947.439702,4.565984627,18.2,39.2,35.23,0.21,0.4829,0.1326,0.9188,7.3403,51.634,49.879,30.402,11.329,0.55,0.44
956.0,0.543071672,1159.529308,38240.47165,32.9793058,23.1,180.3,55.17,1.03,9.1283,0.8914,,292.7079,360.017,224.788,85.627,32.28,3.79,4.742
958.0,0.222381443,38.36349431,1843.290042,48.0480226,22.3,270.8,87.31,0.21,0.1617,0.1165,2.0742,13.0182,13.772,9.836,2.017,0.676,0.202,
959.0,0.383791045,315.4433084,1596.398069,5.06080816,16.8,52.6,42.2,0.56,0.841,0.0989,,15.7257,29.074,34.434,12.324,4.776,0.54,0.335
960.0,0.664509169,178.453654,1345.77411,7.541308793,17.7,68.6,42.57,0.11,0.5506,0.1737,0.2697,9.372,23.816,20.272,7.683,4.812,0.338,
961.0,0.493535792,474.6097826,2231.619802,4.702009702,17.0,47.6,55.57,0.52,0.6578,,0.2892,9.1739,37.465,41.215,15.524,7.129,0.955,0.492
962.0,0.985625518,186.9780642,8355.152686,44.68520264,19.7,328.2,68.86,0.05,0.5362,0.4513,3.8968,23.1813,10.562,4.75,3.081,1.953,,
964.0,0.291211802,312.3056093,12693.85056,40.64560541,24.7,195.7,61.07,0.97,0.7312,0.2492,4.6137,111.0119,140.006,115.474,26.688,8.931,2.24,1.948
965.0,0.335213675,152.6111476,12430.86803,81.45452163,28.1,306.5,50.24,0.36,0.5232,0.2876,4.749,146.2182,120.031,86.051,18.09,5.687,0.74,0.567
966.0,0.200185185,22.49907407,219.0061385,9.734006734,18.4,81.6,44.03,0.15,0.6586,0.2148,0.6956,27.0092,32.553,26.741,10.442,4.102,0.788,0.25
967.0,0.388395197,877.76028,1926.609061,2.194914836,14.3,34.3,43.1,1.55,1.4244,0.5428,1.1995,24.3132,23.63,43.604,19.845,8.659,1.19,0.508
968.0,0.533806452,174.5395401,3602.815948,20.64183248,21.8,122.9,46.24,0.16,1.5666,0.4857,1.051,30.8591,53.573,33.139,12.155,4.734,,
969.0,0.526875,109.1197153,1031.016807,9.448492462,18.2,81.1,48.0,0.11,0.4819,0.1144,0.3988,9.4274,15.499,12.299,5.392,,,
970.0,0.899711155,1325.124139,5001.624486,3.774457304,16.8,39.1,37.65,0.44,0.7761,0.1538,0.451,13.0149,45.912,47.834,21.6,9.433,0.91,0.523
971.0,0.787119691,483.2922948,5616.346859,11.62101469,18.3,99.9,47.12,0.21,0.1784,0.0592,0.3323,8.2905,10.359,10.239,3.047,1.235,,
973.0,0.373892617,689.0546788,2826.595969,4.102135949,16.1,48.4,44.04,1.29,0.6732,0.1311,0.6242,18.9658,37.108,37.545,21.446,10.122,1.04,
975.0,0.555223881,2031.264793,3943.808322,1.941553034,15.1,27.0,37.18,1.78,0.5171,0.1076,0.8811,17.9392,69.855,82.438,45.82,25.596,3.58,4.043
976.0,0.458608414,69.44148888,1229.821059,17.71017699,21.8,105.6,46.46,0.09,1.4526,0.5685,1.3449,22.8874,55.103,26.309,10.372,5.72,0.462,
977.0,0.417932605,365.3745818,782.8657246,2.142638716,15.2,28.4,36.58,0.55,0.8702,0.233,0.368,9.4917,34.999,35.325,19.039,9.392,1.22,
979.0,0.606521739,1031.224303,8601.199787,8.340765208,18.0,74.9,52.43,0.74,1.7953,0.6276,4.0868,46.0988,68.522,70.762,25.584,9.335,1.3,1.261
980.0,0.703920705,3655.459873,13575.84146,3.71385323,15.9,45.2,43.64,1.95,1.1957,0.434,2.3183,34.8436,86.897,145.056,54.194,23.668,2.99,3.108
981.0,0.776261128,1822.473781,118468.3094,65.00412279,22.2,378.8,91.71,0.81,10.2618,,,462.5096,254.049,180.912,56.332,17.786,4.02,4.292
982.0,0.504350649,1161.150016,14611.85737,12.58395312,20.5,87.4,48.85,1.23,2.3655,0.6771,3.0654,83.327,104.794,97.545,31.713,11.575,1.32,
983.0,0.526278814,310.8735578,42633.10754,137.1397035,30.1,459.7,57.29,0.3,1.4975,1.2016,,184.916,130.637,54.472,14.624,4.638,1.08,
984.0,0.542421525,445.83505,19055.22646,42.7405303,24.4,206.5,55.93,0.4,3.5672,2.4072,16.0304,,93.819,70.488,15.133,6.491,1.6,
985.0,0.864661654,142.83241,928.4548307,6.500309215,17.4,62.4,44.39,0.05,0.1699,0.0686,0.1495,2.1461,4.322,4.355,1.408,0.691,0.348,
986.0,0.378173077,335.1732803,561.3656805,1.674852124,13.5,29.9,40.8,0.63,0.2031,0.0416,0.1051,4.137,10.318,18.308,8.193,4.12,,
987.0,0.882866972,779.8305935,4697.526304,6.023777912,17.5,56.6,41.79,0.27,0.1631,0.0298,0.3572,,19.248,22.889,7.316,2.613,0.543,
988.0,1.034036697,590.4247108,19764.73862,33.47545972,21.6,202.8,48.81,0.15,1.1134,0.58,2.0332,54.6382,82.098,52.73,17.235,8.964,1.0,1.053
989.0,0.136923077,17.60009661,82.1656684,4.668478261,15.6,57.3,48.78,0.24,0.3355,0.1446,0.495,10.4251,11.417,17.625,5.79,2.184,,
990.0,0.645746835,160.191732,4615.431221,28.81191908,20.1,201.1,50.22,0.1,0.2139,0.0823,0.43,10.5716,9.994,7.528,2.137,1.043,,
991.0,0.710471807,1532.600863,3073.032916,2.005109739,13.9,33.6,47.05,0.81,0.5477,0.1309,0.982,17.2311,36.783,57.436,26.29,14.329,2.46,1.928
992.0,0.544153257,317.5046027,5601.159907,17.64119279,19.9,126.4,51.4,0.28,0.8262,0.2515,1.3112,22.9692,29.238,26.761,8.354,2.683,,
993.0,0.644357977,1748.095553,1204.302551,0.68892261,12.0,17.1,38.62,1.13,0.3065,0.0248,0.2245,4.2175,16.841,46.208,27.873,12.908,1.67,0.957
995.0,0.709471007,215.7320069,1707.060059,7.9128734,17.9,70.9,43.61,0.11,0.3024,0.0687,0.1014,5.2042,13.196,10.334,3.651,,,
996.0,0.499402122,108.2714402,467.751019,4.320169918,15.8,51.7,41.72,0.12,0.3497,0.1207,0.1648,6.5383,13.579,14.623,5.918,3.492,,
998.0,1.314691806,677.412471,1413.422329,2.086501784,14.8,29.2,36.49,0.1,0.1268,0.0362,0.0677,2.0453,6.547,8.215,3.411,,,
1001.0,0.34719603,50.91895154,1557.345063,30.58478261,21.4,187.9,50.41,0.11,0.7028,0.3539,1.6954,28.6451,29.058,19.253,6.172,2.377,,
1002.0,0.623430421,141.4057494,696.3168291,4.924246943,15.3,69.3,46.53,0.1,0.101,0.0368,0.091,,7.669,8.706,2.227,,0.249,
1003.0,0.367072634,75.49982544,1108.12106,14.67713407,18.3,125.0,48.15,0.15,0.2803,0.0741,0.447,14.4047,20.943,19.491,7.287,2.273,,0.17
1004.0,0.241949318,99.69460081,1890.75187,18.96543899,22.0,111.9,46.19,0.45,0.1255,0.0361,0.7732,27.8788,57.54,50.398,12.607,4.261,1.04,0.926
1007.0,0.097428361,15.33057175,138.1935744,9.014247914,17.2,88.4,47.22,0.43,0.4394,0.125,0.461,10.3327,17.711,21.054,6.797,2.742,,0.304
1008.0,0.359291339,33.11368963,33.9990824,1.026737968,12.3,23.5,40.72,0.07,0.153,0.0646,0.0762,3.5826,5.167,13.927,6.579,2.555,,
1009.0,0.775229167,523.8502999,849.8454826,1.622305996,13.6,28.0,38.8,0.23,0.2756,0.1027,0.1638,4.7589,14.522,21.255,7.108,,,
1010.0,0.526109325,266.7926262,13414.42943,50.28036053,23.2,267.2,55.13,0.26,3.1634,0.7483,4.4347,99.1787,101.215,56.052,17.502,5.454,,1.433
1011.0,0.532298137,100.5074578,3208.52547,31.92325764,22.6,176.7,47.5,0.09,0.3486,0.1252,0.398,12.0278,17.876,10.903,3.357,,,
1013.0,0.964217791,587.1227855,18622.77968,31.71871393,21.6,192.1,55.59,0.17,0.5251,0.1337,1.576,30.5545,37.383,22.922,6.846,2.893,,
1015.0,0.833333333,5302.815571,132396.7782,24.96726058,20.1,183.3,59.51,2.03,1.7946,0.7848,,,191.752,169.613,65.269,,5.112,
1016.0,0.490801217,504.6072609,4161.045152,8.246106377,17.1,83.1,48.06,0.56,0.6886,0.173,0.5324,17.3178,22.71,18.949,9.555,,,
1017.0,0.64,7977.0,86013.0,10.78262505,25.0,56.2,39.21,5.11,5.4051,2.2926,15.5256,487.9166,954.609,1025.118,289.099,148.401,17.8,12.445
1018.0,0.016744186,0.062303948,1.495294754,24.0,22.3,163.7,49.52,0.04,0.1552,0.0781,0.2997,5.3195,11.14,7.619,2.186,0.856,,
1019.0,1.213848039,633.1526576,1821.901584,2.877507599,15.2,37.3,40.06,0.11,0.1449,0.0376,0.0651,2.126,13.363,22.929,9.259,3.349,,
1020.0,0.509781022,2190.228113,1900.686679,0.867803069,13.3,16.8,40.46,2.21,1.3214,0.2486,1.6246,42.8513,35.329,63.197,33.965,20.569,3.41,3.421
1021.0,1.080871671,3304.026927,122249.7976,37.00024252,22.5,211.1,55.63,0.75,2.7813,0.6255,,136.8548,234.995,154.199,51.03,15.61,3.03,5.131
1023.0,0.724075547,8141.1683,26985.31533,3.314673563,15.2,47.4,52.72,4.11,0.9545,0.3604,5.3233,102.1272,139.732,261.454,95.409,39.33,5.45,4.73
1025.0,0.273533597,161.4499928,1187.790966,7.357020866,16.8,77.1,47.03,0.58,0.1863,0.0541,0.5412,10.6331,23.256,29.027,10.166,4.22,,0.316
1026.0,0.79206544,788.3604016,5795.886917,7.351823994,18.1,64.8,44.99,0.34,,0.175,1.3304,28.4644,50.003,43.246,16.557,5.427,,0.923
1027.0,1.191044776,1951.329918,3274.564491,1.678119349,13.1,32.3,45.9,0.37,0.5209,0.0479,,10.3883,19.784,63.947,14.784,7.779,,1.286
1029.0,0.451427061,214.8380463,914.5339758,4.256852973,15.9,50.2,50.11,0.28,0.441,0.119,0.5916,6.4925,15.142,15.481,6.713,4.371,0.76,
1030.0,0.424098361,1096.657631,17069.85324,15.56534397,19.9,115.4,48.43,1.66,2.1084,0.8161,6.9798,126.6185,172.788,169.084,56.191,20.407,3.35,3.678
1032.0,0.013090909,0.019041322,0.171371901,9.0,17.9,59.8,41.83,0.04,,0.0189,0.0293,0.3353,1.891,1.838,0.546,0.226,,
1035.0,0.565241779,453.5131143,1859.747711,4.100758397,16.0,47.6,42.92,0.38,0.5399,0.1533,0.3093,14.0281,32.5,33.227,13.64,7.393,1.101,1.394
1036.0,0.50315197,2980.155902,3931.90588,1.319362479,13.0,27.5,46.89,3.15,3.947,1.1958,7.2072,155.4844,20.805,114.212,61.88,21.871,4.18,3.531
1037.0,0.448712871,110.3782505,2480.459981,22.47236181,22.5,125.7,45.09,0.14,3.3724,1.0373,1.886,50.9072,81.948,42.042,26.573,6.853,0.47,0.712
1038.0,0.550574521,1604.377206,58014.35798,36.16004875,25.8,162.6,51.06,1.41,0.9013,0.4723,7.8471,169.3305,228.44,158.934,44.433,14.432,2.72,4.626
1041.0,0.399071926,692.1768294,13040.07795,18.83922922,19.9,138.1,54.0,1.17,4.6426,1.6278,,227.6904,204.188,207.302,72.722,25.785,3.49,6.605
1042.0,1.223683703,3334.869646,935.5920031,0.280548298,12.1,6.8,18.29,0.59,0.1341,0.041,0.096,4.7392,21.456,44.712,20.425,15.013,1.14,1.834
1043.0,1.0,379.0,8496.2,22.41741425,20.4,152.3,53.32,0.1,0.6571,0.2424,0.935,15.5428,24.369,8.348,5.689,,,
1044.0,0.332962963,1244.08011,11085.27984,8.910422849,19.9,68.7,45.52,3.0,1.3021,,1.2955,,148.039,184.451,66.237,22.279,3.63,5.275
1045.0,0.868394649,1592.84635,2277.968583,1.430124496,12.0,35.6,46.79,0.56,3.1166,0.8469,2.1949,76.6024,22.962,38.929,18.667,3.705,,1.317
1047.0,0.449103393,59.43793497,590.4644938,9.9341354,18.3,84.8,44.83,0.08,0.536,0.1433,0.1881,8.1022,14.526,14.064,5.032,1.967,,
1049.0,0.999407604,978.1347551,4167.013787,4.2601633,16.9,43.2,49.24,0.26,,0.1172,0.4408,4.9906,26.045,28.089,12.394,4.09,,0.648
